text,label
i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,joy
i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,joy
i take things very personally when i feel wronged even little memories stay with me,anger
i feel listless i cant do anything of it,sadness
i got home feeling miserable at my lack of shopping skillzz i remembered the bag of un opened un used make up sitting in my bedroom that i forgot all about,sadness
i feel like its a lifestyle change i could genuinely live with without feeling deprived,sadness
i couldnt bring myself to blog about it right away mostly because i feel absolutely humiliated and heart broken,sadness
i feel angry at him for being so selfish and giving me absolutely nothing to go on,anger
i thought breaking up with my best friend of years would make me bitter and feel hateful towards her,anger
i feel as though ive been robbed because much of my summer was not so pleasant and although i started with grand ideas about projects that would be done and structure that would be kept and clever new places that we would go,joy
i am tired of feeling that we have to buy buy buy to make the holidays seem special,joy
i feel so unwelcome its sickening,sadness
i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,joy
i cannot in good conscience encourage my young kids read stuff from someone i feel is so vile no matter how good it is,anger
i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,joy
i feel like im waiting for her to get heartbroken all over again,sadness
im sad for the kids whose mother is obese depressed and feeling hopeless because of her health,sadness
i feel like that wall is boring amp needs a pop of color,sadness
i see my favorite person suffer and there is nothing i can do to take the pain away i feel useless,sadness
when i heard the news of the death of my father it was in the evening and i was alone all night in my room trying to remember the face of my father,sadness
im feeling a tad rebellious right now,anger
i was part of the family and have a feeling of being accepted,joy
i feel messy and out there,sadness
i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,anger
i have a feeling his idea of keeping me entertained differs ever so slightly from mine jonny you,joy
i am thankful that she continues to feel comfortable talking about with me and journaling,joy
i definitely cannot prove but i feel that its important enough,joy
i understand feeling alone and lonely like you may never be really known,sadness
i wake up and decide that i feel like doing something else entirely well then ill just do that instead,joy
i plan on making another post all about that but ive had some progress and i feel fucking fantastic,joy
i hope i did not make you feel greedy o shit i hope i did not make you feel greedy or whore like sniiiiifff honey i was just trying to make you feel loved and happy,anger
i can t justify i get a little annoyed when non diabetics say they have low blood sugar because i imagine their low blood sugars don t feel as terrible as mine do,sadness
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
i refuse to let myself feel bitter about the small sacrifices we have to make,anger
i have no money to sort any of it out and i feel very messy,sadness
i feel useless and helpless and broken,sadness
i feel charmed to see my harder plan and adherence appear to accomplishment now and in august if we will attempt for an olympic medal,joy
i feel so idiotic right now,sadness
i feel like i have been quite neglectful to my blog and am just to say that we are here alive and happy,sadness
im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,sadness
i feel permanently heartbroken but at the same time if she were to ask me out again i would mend it right up and do it again,sadness
i know that i shouldn t let people decide my happiness but damn it feels like i either have to risk my happiness to please other people that s how much i hate this school this school is fucking pathetic and doesn t deserve my time and money,sadness
i am living with my dad and his wife in his new home and i feel very unwelcome here,sadness
im feeling a little melancholy tonight kinda like the paint on this door,sadness
i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,sadness
i feel completely agitated,anger
i feel cute i feel good,joy
i kind of wish i had come up with those thoughts myself rather than feeling the way i do now a lame disciple merely about to regurgitate eva s thoughts on to you all,sadness
i hope my condescending attitude will allow present me to feel offended and as such remember that the amount of sunlight affects plant growth,anger
i don t feel there is enough information out there for people like him to encourage them and prove that university is not the only way to be successful,joy
i feel in this moment as i look back on my splendid weekend,joy
i was feeling irritated with the supposed guy who wasting my valuable time talking to a lady,anger
i spoke with reported feeling dissassociated and dissatisfied with their human lives,anger
i feel like karen is being far too greedy pushy demanding on all fronts,anger
i was planning to make cookies this evening but i am not feeling so good so i will do this tomorrow,joy
i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,sadness
i wondered if i would feel a bit lost when i got to the end of the programme but at the same time i was looking forward to running to my own music and setting my own goals,sadness
i said look your moving to fast i am at the point in my life where i feel like a victimized child a child that needs to talk and get things out,sadness
i was feeling so low about myself,sadness
i mean i care very much for my family that s going through these things but it was becoming something that was making me feel almost morose,sadness
im feeling at my creative best rather than that of a student who has a deadline to meet,joy
i am feeling a little adventurous so i will try to see if we can spook our pretty lady,joy
i feel heartbroken and worried and i have a wicked headache,sadness
i says pressing his torso against siwons and bringing their faces close enough that he can feel siwons agitated breath,anger
i was feeling rebellious because of what was happening to us as a family,anger
i really hate this feeling when you really give so much damn about someone but really all that person show you is just simply like they cant be bothered with you,anger
i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,anger
i am here to update my blog just found out that my blog looks feels dull when there are no updates,sadness
i feel ecstatic despite being tired,joy
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,anger
i am feeling hmmmmm melancholy,sadness
i feel dissatisfied with the advances we ve made rather than this team stinks,anger
i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places,joy
i feel so rude i thought as i dialed my house,anger
i get the added bonus of feeling superior and healthy because of everything weve been hearing lately about a href http apps,joy
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,anger
i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,anger
i feel this helps create rich texture and a touch of mystery to an outfit,joy
i feel like hes too carefree to be as serious as i want him,joy
i sent her was pretty long and now i feel a little embarrassed looking back at the letter i gave her,sadness
i very close with the founder its amazing to feel that a purchase is supporting artisans trying to find their way out of poverty,joy
i mean i already did of course but i feel more glamourous naked now,joy
i admit that in the past ive done a lot of time scoffing and feeling superior to christians,joy
i am also feeling his prompting to offer my comments about what exactly is going on in our very troubled world and what he has lead me to do regarding these times we are finding ourselves in,sadness
i was already packed didn t want to wait around for her to talk to her friend was feeling irritable tired and eventually gave up on trying to go in the first place made me feel more down about my situation,anger
i have done quite a bit of traveling together and so know how to keep the other laughing when we re feeling defeated or stressed and the addition of audie and mona only multiplied the laughter,sadness
i wonder if this is just my bias from the fact that im doing a bible themed anthology and i feel like my intelligence is being insulted,anger
i feel valued scores tracking terribly low,joy
i feel to be the most hated myself in this world,sadness
i dont want this blog to be too similar to many others but i may occasionally post a picture of something i feel is an accomplishment or something i am proud of,joy
i smokes hi feels more hat ome and kind o contented like,joy
i especially feel this way because someone who i thought was my friend rejected me and joined the clique,sadness
i feel really pissed off justanswer,anger
i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,joy
i remember how i used to feel watching tv and seeing sara rue on popular because she was an inspiration to me,joy
i feel punished by my parents,sadness
i really feel like everything is so worthless,sadness
i was expecting to say this is a very bittersweet feeling but all im feeling is bitter,anger
i began to feel a little cold,anger
i sooooo understand feeling like an ugly brown pair of shoes in a world of designer tuxedos complete with diamond cufflinks,sadness
i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow,anger
i havent let myself truley sink into a depressed state of mind feeling like everyone is against me and trusting no one and just basically wanting to die since freshman year,joy
i find myself feeling remarkably calm,joy
i also find it the most challenging to wrap up a story that brings good closure and a conclusion that doesn t leave that reader feeling cheated or rushed,anger
i vividly remember feeling so offended that she would even dream such a thing could be a choice,anger
i feel distracted or scattered i take a few moments to close my eyes and just breathe,anger
i feel like such a vital part of the branch as a missionary and its a lot different in a big ward,joy
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
i feel extremely lucky and blessed to work with such outstanding young ladies,joy
i dont have a god to turn to doesnt mean i dont feel offended by that,anger
i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,anger
i don t mean to behave so cut off but i feel so lethargic to utter one single word to anyone,sadness
when i heard about the way a parent of a friend had mistreated him,anger
i feel like i should rely entirelly on gods word yet i am impatient to wait,anger
i feel more inhibited to practice during public sessions compared to the lessons but any ice time is good ice time,sadness
i got separated from the man i loved,sadness
i was not feeling submissive,sadness
when my beloved grandfather died,sadness
i started feeling my left arm aching,sadness
i dont drink green charged water for a few days i feel irritable and disoriented,anger
i feel your motivation will be satisfied when you read this write up also who understands,joy
i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,anger
ive been more intensely feeling unloved,sadness
i feel really listless right now,sadness
im feeling really annoyed,anger
i feel like it gave me a lot of valuable information on ways i can improve my skin in the present and maintain and improve it in the future,joy
i feel so grouchy and irritable when im sick,anger
i also feel like i was being way too irritable today,anger
i feel it must have been the violent dream i had to snap myself awake from a difficult dream of my mother representing anyone and everyone and self violence universal but beautiful in its metaphor,anger
i feel empty inside like all my light has been drained,sadness
i understand that you may feel that it is very rude that i keep destroying your house with my face,anger
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,anger
i feel so safe hearing them and knowing hows their day like and all,joy
i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,anger
i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,sadness
i feel certifiably idiotic right now,sadness
i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,anger
i feel like i missed numerous vantage points,sadness
i dont win a lot of things but i still feel ridiculously lucky,joy
i know that i still feel kind of agitated but i also switch from feeling hot to feeling cold when i lay down,anger
i feel after i quit a job i hated class thumbnail width,sadness
i feel dirty and don t know why,sadness
i feel that some people don t usually prefer to be truthful and would rather make up many different things and tell lies,joy
i feel hopeful like i should be gleefully roasting marshmallows from my fireplace like it s an abc family original movie,joy
i also feel like why is what i m going to say going to be important in any way shape or form,joy
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger
i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully,anger
i kinda like you when i saw hannah montana but since you broke up with nick i feel like you are so a heartless person,anger
i happened to see the videotape movie this is america part one at my friends place,anger
i feel that im fine without him,joy
i feel like my dream of being a good guitarist and playing with other musicians was just a prideful dream,joy
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger
i doubt anyone is if they are entirely honest with themselves and thats ok because for now i may not feel perfect but i do feel happy and thats one hell of an improvement,joy
i found is that feeling worthless is a waste of time,sadness
i love about my job i still feel dissatisfied,anger
i suppose because everyone elses problems are generally much worse than mine so i feel idiotic for not just learning to deal with everything myself,sadness
i was also worried about the long trip because i had vomited the night before and as you may guess im not feeling well at all,joy
i feel ignored and invisible so every weekend is miserable,sadness
i feel and i think that should be respected,joy
i just have to close my eyes and feel that sweet gentle ache and i know,joy
i always had this negative perception when i was asked about getting pregnant and my misscariage i always walked away from those conversations feeling somewhat offended,anger
i feel that i helped to bring some happiness into the life of my troubled friend and to this day the zz top logo keychain hangs in my room and wherever he is i know that he s doing just fine cheers man,sadness
i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,anger
i feel jealous whenever it is in a relationship because i dont get to talk to it anymore,anger
i am regularly in a rush and feel irritated and i dont take the time to communicate my needs or my feelings,anger
ive come to realize i need to stop runnin away from my fears gotta stop bein so confined and wanting to hide feeling the need to die and instead stic through this vicious hell like ride,anger
i was feeling very offended at the line of questioning and almost walked out but i stuck around for some reason,anger
i am feeling faithful about my project,joy
im feeling much more appreciative of my cats today,joy
i have to say that when i received a gorgeous parcel of therapi skincare the beauty of the products absolutely took my breath away the lovely white glass packaging looks luxe but retains an apothecary feel perfect for an organic brand,joy
i think they enjoyed the event because it made them feel welcomed,joy
im kinda exhausted today and you might be feeling exhausted reading this post too,sadness
i am still feeling some low energy and effects of stress,sadness
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,anger
im incredibly sensitive to the cold and as such i feel that its an extremely unpleasant thing to be exposed to,sadness
i get bored i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl a class profile link href http www,sadness
i feel clever nov,joy
i always feel invigorated while listening to her that we can win this war against predatory school deform,joy
i just want him to see how it feels when he does something that i feel is obnoxious,anger
i diss a bag only when i m feeling grouchy because of the lack of any inspiration whatsoever when it comes to fug bags but today i m not grouchy and it still sets me of which means this is a big deal,anger
i feel convinced that i am an annoyance to them,joy
i feel rich in it,joy
i am feeling quite weepy can you get rid of them and she did,sadness
i feel honored to even be mentioned in the same sentence as derek,joy
i got home feeling extremely sleep deprived and spent a week getting caught up on all the different post conference emails and phone calls not to mention sleep and laundry,sadness
i feel it when i get hurt on little things,sadness
i feel that his apology was sincere i just couldnt help feeling a bit more unhappy about what happened,joy
i imagine being a man it s like being kicked in the nuts repeatedly that s how bad it feels you feel like you want to curl up and die a devastated schalm said after the bout,sadness
i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors,anger
i feel like a heartless b tch for hating him so much,anger
i did on weekends was sleep and feel bitter about the world,anger
i feel bad that i don t have anything for you,sadness
after receiving the grade on the paper mentioned in fear,sadness
i assert it is better to feel rich than to be rich,joy
i feel like i meet the most subtly obnoxious annoying people in the universe,anger
i am suddenly feeling insulted while typing this down,anger
i feel sad for you and me because i know how much we will miss the entire powell clan,sadness
i feel like this author is a little underrated considering how creative she has written scarlet,joy
i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day,joy
i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,sadness
i feel proud to have carried out this struggle as today i feel myself to be a real human being,joy
i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,anger
i was up to tackling some exercise in the backyard shed late in the morning and then had my breakfast the burden on my system was such that i began feeling lethargic and i scotched an intended shopping expedition for a second consecutive day,sadness
i feel like i got resentful and tired and i just wanted to talk to him so badly,anger
i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so,anger
i just wasnt feeling it so i willfully broke my routine,sadness
i feel like it my beloved burkie who i miss more than words can ever say,joy
i feel that lajoie would definitely be one of the hall of famers that a casual baseball fan would say who the hell is that,joy
i listen to this song i can feel a sorrowful atmosphere,sadness
i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,sadness
i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife,sadness
im feeling awful because we hung out with my friend and her new baby the day before,sadness
i have about pairs of heeled shoes that i hardly ever wear i love the look of heels they always make me feel quite elegant but i just cant bear the thought of not being able to really relax when i wear them,joy
i feel so physically beaten down that it is difficult to think about anything else right now,sadness
i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,joy
i feel rebellious even,anger
i did feel clever when i taunted a friend of mine with my knowledge,joy
i step back in the game day after day even when the odds of success seem out of favor i love on and when i feel nothing but ugly inside she is there to remind me of who i really am and nothing could be prettier than that,sadness
im sitting here feeling very disheartened,sadness
i feel like starting with my name is susanna but i dont want to be that boring,sadness
i feel which is ludicrous,sadness
i feel amped and im inspired,joy
i feel so pissed about myself,anger
i am in italy and i feel as useless as i could possibly feel i need to occupy my time not to get crazy,sadness
im confident a lot of people who feel that zimmerman should be punished,sadness
i feel i am with ampatuan and joining the forces of hell bitchy human who only wants is to spread their worst odor in this world,anger
i empathize with the feeling of being dissatisfied not where i want to be but no i dont feel that way,anger
i think the whimsical pop art feel of the place appeals to my artistic sensibilities,joy
i want her to feel worthwhile because she is,joy
i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,joy
i love being around people and i naturally feed off of their energy but i feel all alone in the world,sadness
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger
i feel really inadequate and i just wish i had enough brains to atleast pretend to know what i was doing,sadness
i know what happened might still feel real feel dangerous but i don t plan on going anywhere any time soon,anger
i feel hated betrayed paranoid childish and hurt,sadness
i feel as a child innocent feelings illustrating a,joy
i feel your innocent love,joy
i feel that such knowledge would be abused,sadness
i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,sadness
i woke up feeling more discouraged than i had in a very long time,sadness
i am feeling to embarrassed about my body to take my son to the local pool i ll think of this poor woman and just rock the most scandalous piece of swimwear available,sadness
i feel more satisfied with what i eat i feel full longer and i dont feel like snacking later,joy
i hate feeling so fucked up all the time because of this,anger
im not sure i can go back to aussie festivals that make me appalled at the youth of today and make me feel glad to be old er and way more sensible,joy
a father of children killed in an accident,sadness
i am feeling particularly joyful today and though todays blog entry doesnt necessarily align with my particular emotional state it is a subject that has rightfully found a place of conversation in the public eye,joy
i feel like im so enraged,anger
i feel rebellious and think let them do so,anger
i feel out of place because im more relaxed and informal,joy
i have friends and family back home that can help me when i m feeling homesick because i m sure i will be,sadness
i feels acceptable even desirable,joy
i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,sadness
i was wondering why i was feeling so ecstatic,joy
im feeling so lousy they tried to cheer me up during school time and during choir practice,sadness
i feel the character im doing is a little more beaten down and the comedy is a little bit smaller,sadness
i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone,anger
im still paying attention but i feel distracted,anger
i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,joy
i reluctantly ate a piece of string cheese but i was both cranky that i hadn t lost more weight and feeling vain about the way i was looking ironic i know so i decided to throw up again,sadness
i realised something was wrong when i started to feel everyone hated me and was saying things about me and only wanted to talk to me because they pitied me,anger
i have a collar complete with padlock at the back that i wear when im feeling submissive,sadness
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger
i wanted it to feel special for all the guests that alise and jeremy chose,joy
i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way,anger
i looked at what had happened to us in two generations and looked at what hadn t happened to them in two or three and instead of feeling outraged by their history of aggression i felt privileged by it,anger
i feel awkward and so i start acting awkward lol,sadness
i don t know but it seems important to them that i feel unwelcome,sadness
i feel that defeated feeling it moves on and i start hearing whisperings of hope and what if s,sadness
i feel like if i could just go to detention after school for a couple days then everything would be ok,joy
i will start to feel resentful,anger
the patient whom i expected to get well suddenly passed away after he showed had his meals,anger
i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,sadness
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy
i feel frustrated for her when i read those chapters,anger
i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,joy
i was down feeling greedy and depressed,anger
i spontaneously come up with a new tune or when i am taking a solo and feel myself in that creative flow just going for it not knowing what i am going to play next and surprising myself he answers indisputably,joy
i feel like my parents and i are the only ones who think it is acceptable that i dont know what i want to do with my life and dont feel the need to,joy
i feel depressed i will sing,sadness
i am feeling a little more confident i haven t totally lost my mojo but time is running out,joy
i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word,anger
i was thinking about this last night i thought about what i tell my own daughter each day and wondered if she feels as stressed as these students do,sadness
i feel shame on the dirty parties it should be a fair fight when we let foreign workers decide for our future and the international knows it sorry but malaysia will be like those third world countries soon,sadness
i totally and completely feel free doing that is amongst like minded souls,joy
i really like the job so far and i feel like i am genuinely putting some good out into the world,joy
i feel humiliated to introduce you to my colleagues as my wife,sadness
i really feel unhappy,sadness
im feeling a little stressed about it,sadness
i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,joy
i do classes when i feel super strong and capable,joy
i feel like this is the perfect kind of shade for the crazy weather were having in the uk right now its cloudy its sunny its windy its cold its warm,joy
i said those who feel unhappy with the way uhuru has been running his government should wait for the elections,sadness
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,anger
i feel devastated disgusted and betrayed,sadness
i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing,joy
i feel lively happy and ready to live,joy
i feel genuinely wronged,anger
i guess we all feel ugly in some sort of way,sadness
im tired of feeling lethargic and im hungry and im going to eat this bread and the sausage and the entire chocolate bar the minute i get home,sadness
i am not that organised but i am feeling smug that i have at last managed to list a couple of fathers day cards in my etsy and folksy shops,joy
ive spent years feeling resentful and trying to curb that feeling of resentment,anger
i feel like you re important to me,joy
i once knew a quaker who announced quite excitedly that he was feeling absolutely wonderful because for a period of about a fortnight nothing much had been happening in his brain,joy
i have read and personal stories that have been shared with me so i feel that it is totally ok to share,joy
i got to know more about the three movies i feel sincere respect to the director richard linklater and the whole team of crew of creating this love story,joy
i do feel tia is important to the story,joy
i hope you can feel glad that she gave you so many things including memories that you can cherish,joy
i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness
im starting to feel wryly amused at the banal comedy of errors my life is turning into,joy
ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,anger
i feel kind of over entertained,joy
i tend not to want to cook if i feel grumpy or tired or just stressed,anger
i feel all gloomy and i hate it,sadness
i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,anger
is voice as usual is perfect but is like you know yomis voice can do better and you kind of feel frustrated because this song is not the best and doesnt highlight yomis voice properly,anger
i always feel so eager to escape it though it never really leaves,joy
im happy to report that im not feeling too petty these days mostly because there have been countless examples lately showing me how irrational a woman reaching adulthood and some who should all ready be there can actually concieve,anger
im ever feeling stressed i whack heart on black on and it kicks me back into shape,sadness
i feel this way i know it has a reputation for a student population eager to join this culture but somehow i doubt its just northwestern,joy
i feel that i am so stressed out at work what i do is i escape,sadness
i feel a bit triumphant about that,joy
i watch movies set in the s and s i feel pangs of melancholy,sadness
i feel that in a there is a sense of kenya openly interacting supporting shiraishi instead of just happening to pat shiraishi on the shoulder,joy
i feel annoyed but its because im afraid i wont be able to speak well just like them,anger
i want them to feel eager to attend a amp m i want them to feel like they belong,joy
i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong,anger
i feel like im rotten and empty inside,sadness
i wanna talk tell you about sycf it stands for singapore youth chinese forum btw and although theres a singapore word inside i feel like the minority there p ok but thats beside the point,joy
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,anger
i still feel a little shitty right now as i type this,sadness
i guess she has opened up and known him longer but i cant help feeling a little ignored,sadness
i am sure that if another group came along that made her feel less like pluto and more like the sun that she would shift her own focus to where her input was valued,joy
i feel like the universe thinks i can handle and its giving me more and more suffering,sadness
i think about these two ways of looking at life the more i feel convinced that it is sensible to see it as a lease rather than a gift,joy
i can live out my values instead of just being crushed by debt feeling rejected and feeling empty,sadness
i feel irritable and low but i just cannot put my finger on what exactly i am unhappy about,anger
i hear the word and i feel stronger and re assured once again,joy
i feel it is quite unfortunate to be suggesting an anything but conservative abc type political message as i am someone who holds many values in common with those articulated by the conservative party,sadness
i was feeling homesick and somewhat wondering what i am doing here,sadness
i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,sadness
i am surprised no one is feeling repressed misrepresented or offended by it,sadness
i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,anger
i feel so betrayed and humiliated,sadness
i want to feel happy,joy
i feel so worthless and weak what does he have to say that s what i want to find out,sadness
i feel disheartened about that,sadness
i would feel myself being a little bit repressed in my creativity and ideas would not come to me as easily,sadness
when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia,anger
i feeling handsome q where is this lyrics from oh when you look at me like that my darling what did you expect,joy
i just need to express my feeling badly ignore this if i offended you,anger
i do not feel welcomed going there,joy
i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi,anger
i have a feeling the dragon will be back again the reason he became what he is now is also to protect the demons from being despised or harmed by humans,anger
i love it so much it adds just the right about of edge when im feeling rebellious,anger
i often feel resentful of anything that seems good,anger
i feel a little more relaxed,joy
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger
i feel more hostile towards sarcoidosis than usual,anger
i am not able to show that directly and so i feel suffocated and irritated,anger
im feeling mentally burdened with many things to get done,sadness
i could even feel his cold breath on my neck whispered hertha as she ran her fingers across the side of neck,anger
i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,joy
i am no i feel melancholy despondent often angry,sadness
i have my own mind and i feel like my mind is dangerous to my life,anger
i just have this awful feeling that im going to do something really idiotic like decide to make my simple quick to make mini tote a more tricky project by deciding to use two pieces which need to be stitched together,sadness
i still feel disappointed though,sadness
i feel almost angry that i have been fed like a lab rat for so many years,anger
i feel increasingly energetic and comfortable inside and out,joy
i feel about gift cards they re after thoughts and rude,anger
death of grandmother,sadness
im not enjoying winter hate feeling cold and having to dress in so many layers,anger
i it did not feel sincere,joy
i feel anybody got angry to me in an awkward silence,anger
i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,sadness
i follow through with the feelings that have been repressed for years months or days,sadness
i go i see our flag flying at the turkish schools and i feel very proud,joy
i just feel so discontent about my life these days,sadness
i feel i am kinda pissed off,anger
i was wide awake and miserable at am still feeling like crap when i got a very pleasant surprise,joy
i feel bitchy because i am hurting too,anger
i feel like hes so smart so i can converse many things with him share everything that i wanna share and ask his opinion about whatever,joy
ive reserved the right to feel all stubborn and powerless about it,anger
i feel so dismayed because i still have loads in miniature terms of weird pink clay left and didnt know what to do with it,sadness
i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,anger
i feel like doing something productive on this,joy
i feel like the most moronic naive individual on the face of the planet right now,sadness
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,anger
im gonna make you feel just as worthless as you did a few years ago im going to make sure you remember how bad people spoke to you or treated you especially when you needed them,sadness
i really wanna see her soon but i feel really needy for asking her if i can see her,sadness
i am feeling some divine intervention at work here,joy
im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring,anger
im with her most of the time i feel perfectly content,joy
in ward a was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected few people could come near him,anger
i always flashback to her talking about feeling burdened appearing on a radio show alone on lee jaeryong jungeuns good morning,sadness
i could be really screwed just on waiting for a sitter so i was feeling stressed,anger
i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series,joy
i love that i get to dress up and feel glamorous once a year,joy
i resent you as much as i do that i feel needlessly and unreasonably angry whenever you re around that the slightest idiosyncrasies of yours make me sick,anger
i feel like ive been sooo distracted and i need to regain my focus again,anger
i feel even more alone although i have him,sadness
i am not feeling calm yet must act that way,joy
i feel discouraged at the pace of my personal evolution and often feel like jack kerouac tossing his marbles into the maelstrom surf of big sur,sadness
i need you i need someone i need to be protected and feel safe i am small now i find myself in a season of no words,joy
i have simply not feel like learning those unimportant stuff,sadness
i feel like i know i m troubled and that s why i give myself an excuse,sadness
i cope with being made to feel inadequate,sadness
i am sitting at the computer feeling melancholy and a little overwhelmed torn as to what to write home in this my final e mail,sadness
i feel like i should have actively hated every single second rather than just borne it all,anger
i am also feeling a bit bitchy about the way things are when we have conversations and others are around,anger
i still didnt see a difference in the way my pores look and while i didnt expect this to work over time i still feel a little disappointed,sadness
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger
i feel really lethargic today and just cant be bothered with much,sadness
